NaCl,,Be Pd,,,Cd Ga2 Se4,,
2θ - °,Intensity - cps,2θ - °,Y,Intensity - cps,2θ - °,Y,Intensity - cps
38.73,3240,,,,,,
38.74,3533.3,,,,,,
38.75,3546.7,,,,,,
38.76,3706.7,,,,,,
38.77,3400,,,,,,
38.78,3213.3,,,,,,
38.79,3120,,,,,,
38.8,3333.3,,,,,,
38.81,3480,,,,,,
38.82,3440,,,,,,
38.83,3600,,,,,,
38.84,3533.3,,,,,,
38.85,3226.7,,,,,,
38.86,3186.7,,,,,,
38.87,3373.3,,,,,,
38.88,3213.3,,,,,,
38.89,3400,,,,,,
38.9,3506.7,,,,,,
38.91,3346.7,,,,,,
38.92,3053.3,,,,,,
38.93,3400,,,,,,
38.94,3400,,,,,,
38.95,3346.7,,,,,,
38.96,3213.3,,,,,,
38.97,3253.3,,,,,,
38.98,3346.7,,,,,,
38.99,3160,,,,,,
39,3120,,,,,,
39.01,3346.7,,,,,,
39.02,3253.3,,,,,,
39.03,3213.3,,,,,,
39.04,3466.7,,,,,,
39.05,3280,,,,,,
39.06,3160,,,,,,
39.07,3320,,,,,,
39.08,3133.3,,,,,,
39.09,3240,,,,,,
39.1,3160,,,,,,
39.11,3240,,,,,,
39.12,3546.7,,,,,,
39.13,3586.7,,,,,,
39.14,3453.3,,,,,,
39.15,3453.3,,,,,,
39.16,3080,,,,,,
39.17,3226.7,,,,,,
39.18,3346.7,,,,,,
39.19,3546.7,,,,,,
39.2,3493.3,,,,,,
39.21,3386.7,,,,,,
39.22,3360,,,,,,
39.23,3480,,,,,,
39.24,3400,,,,,,
39.25,3493.3,,,,,,
39.26,3453.3,,,,,,
39.27,3240,,,,,,
39.28,3120,,,,,,
39.29,3160,,,,,,
39.3,3333.3,,,,,,
39.31,3573.3,,,,,,
39.32,3760,,,,,,
39.33,3453.3,,,,,,
39.34,3920,,,,,,
39.35,3573.3,,,,,,
39.36,3600,,,,,,
39.37,3186.7,,,,,,
39.38,3693.3,,,,,,
39.39,3440,,,,,,
39.4,3346.7,,,,,,
39.41,3333.3,,,,,,
39.42,3560,,,,,,
39.43,3733.3,,,,,,
39.44,3466.7,,,,,,
39.45,3066.7,,,,,,
39.46,3266.7,,,,,,
39.47,3586.7,,,,,,
39.48,3346.7,,,,,,
39.49,3346.7,,,,,,
39.5,3293.3,,,,,,
39.51,3226.7,,,,,,
39.52,3346.7,,,,,,
39.53,3386.7,,,,,,
39.54,3613.3,,,,,,
39.55,3546.7,,,,,,
39.56,3066.7,,,,,,
39.57,3240,,,,,,
39.58,3226.7,,,,,,
39.59,3226.7,,,,,,
39.6,3266.7,,,,,,
39.61,3373.3,,,,,,
39.62,3653.3,,,,,,
39.63,3453.3,,,,,,
39.64,3360,,,,,,
39.65,3400,,,,,,
39.66,3426.7,,,,,,
39.67,3346.7,,,,,,
39.68,3373.3,,,,,,
39.69,3493.3,,,,,,
39.7,3306.7,,,,,,
39.71,3373.3,,,,,,
39.72,3466.7,,,,,,
39.73,3493.3,,,,,,
39.74,3693.3,,,,,,
39.75,3413.3,,,,,,
39.76,3146.7,,,,,,
39.77,3346.7,,,,,,
39.78,3333.3,,,,,,
39.79,3493.3,,,,,,
39.8,3680,,,,,,
39.81,3666.7,,,,,,
39.82,3413.3,,,,,,
39.83,3226.7,,,,,,
39.84,3093.3,,,,,,
39.85,3160,,,,,,
39.86,3400,,,,,,
39.87,3413.3,,,,,,
39.88,3360,,,,,,
39.89,3453.3,,,,,,
39.9,3386.7,,,,,,
39.91,3133.3,,,,,,
39.92,3026.7,,,,,,
39.93,3026.7,,,,,,
39.94,3386.7,,,,,,
39.95,3440,,,,,,
39.96,3280,,,,,,
39.97,3760,,,,,,
39.98,3413.3,,,,,,
39.99,3733.3,,,,,,
40,3280,,,,,,
40.01,3133.3,,,,,,
40.02,3280,,,,,,
40.03,3440,,,,,,
40.04,3440,,,,,,
40.05,3266.7,,,,,,
40.06,3160,,,,,,
40.07,3240,,,,,,
40.08,3480,,,,,,
40.09,3346.7,,,,,,
40.1,3586.7,,,,,,
40.11,3413.3,,,,,,
40.12,3413.3,,,,,,
40.13,3466.7,,,,,,
40.14,3200,,,,,,
40.15,3440,,,,,,
40.16,3280,,,,,,
40.17,3293.3,,,,,,
40.18,3600,,,,,,
40.19,3306.7,,,,,,
40.2,3413.3,,,,,,
40.21,3346.7,,,,,,
40.22,3000,,,,,,
40.23,3586.7,,,,,,
40.24,3293.3,,,,,,
40.25,3213.3,,,,,,
40.26,3386.7,,,,,,
40.27,3613.3,,,,,,
40.28,3360,,,,,,
40.29,3320,,,,,,
40.3,3573.3,,,,,,
40.31,3306.7,,,,,,
40.32,3280,,,,,,
40.33,3106.7,,,,,,
40.34,3453.3,,,,,,
40.35,3320,,,,,,
40.36,3546.7,,,,,,
40.37,3546.7,,,,,,
40.38,3346.7,,,,,,
40.39,3186.7,,,,,,
40.4,3493.3,,,,,,
40.41,3586.7,,,,,,
40.42,3240,,,,,,
40.43,3040,,,,,,
40.44,3093.3,,,,,,
40.45,3173.3,,,,,,
40.46,3306.7,,,,,,
40.47,3226.7,,,,,,
40.48,3280,,,,,,
40.49,3373.3,,,,,,
40.5,3506.7,,,,,,
40.51,3320,,,,,,
40.52,3266.7,,,,,,
40.53,3266.7,,,,,,
40.54,3186.7,,,,,,
40.55,3440,,,,,,
40.56,3373.3,,,,,,
40.57,3360,,,,,,
40.58,3333.3,,,,,,
40.59,3213.3,,,,,,
40.6,3653.3,,,,,,
40.61,3573.3,,,,,,
40.62,3440,,,,,,
40.63,3533.3,,,,,,
40.64,3146.7,,,,,,
40.65,3080,,,,,,
40.66,3346.7,,,,,,
40.67,3440,,,,,,
40.68,3426.7,,,,,,
40.69,3520,,,,,,
40.7,3440,,,,,,
40.71,3760,,,,,,
40.72,3720,,,,,,
40.73,3213.3,,,,,,
40.74,3320,,,,,,
40.75,3493.3,,,,,,
40.76,3226.7,,,,,,
40.77,3080,,,,,,
40.78,3146.7,,,,,,
40.79,3173.3,,,,,,
40.8,3453.3,,,,,,
40.81,3306.7,,,,,,
40.82,3480,,,,,,
40.83,3080,,,,,,
40.84,3213.3,,,,,,
40.85,3040,,,,,,
40.86,3013.3,,,,,,
40.87,2973.3,,,,,,
40.88,3253.3,,,,,,
40.89,3186.7,,,,,,
40.9,3400,,,,,,
40.91,3680,,,,,,
40.92,3653.3,,,,,,
40.93,3680,,,,,,
40.94,3733.3,,,,,,
40.95,3426.7,,,,,,
40.96,3546.7,,,,,,
40.97,3466.7,,,,,,
40.98,3386.7,,,,,,
40.99,3586.7,,,,,,
41,3546.7,,,,,,
41.01,3520,,,,,,
41.02,3266.7,,,,,,
41.03,3293.3,,,,,,
41.04,3280,,,,,,
41.05,3386.7,,,,,,
41.06,3200,,,,,,
41.07,3173.3,,,,,,
41.08,3413.3,,,,,,
41.09,3373.3,,,,,,
41.1,3066.7,,,,,,
41.11,3080,,,,,,
41.12,3360,,,,,,
41.13,3280,,,,,,
41.14,3200,,,,,,
41.15,3266.7,,,,,,
41.16,3306.7,,,,,,
41.17,3133.3,,,,,,
41.18,3266.7,,,,,,
41.19,3240,,,,,,
41.2,3373.3,,,,,,
41.21,3533.3,,,,,,
41.22,3480,,,,,,
41.23,3240,,,,,,
41.24,3253.3,,,,,,
41.25,3213.3,,,,,,
41.26,3240,,,,,,
41.27,3146.7,,,,,,
41.28,3280,,,,,,
41.29,3280,,,,,,
41.3,3453.3,,,,,,
41.31,3360,,,,,,
41.32,3373.3,,,,,,
41.33,3120,,,,,,
41.34,3346.7,,,,,,
41.35,3106.7,,,,,,
41.36,3160,,,,,,
41.37,3306.7,,,,,,
41.38,3320,,,,,,
41.39,3160,,,,,,
41.4,3120,,,,,,
41.41,3200,,,,,,
41.42,3400,,,,,,
41.43,3453.3,,,,,,
41.44,3240,,,,,,
41.45,3253.3,,,,,,
41.46,3173.3,,,,,,
41.47,3120,,,,,,
41.48,3213.3,,,,,,
41.49,3480,,,,,,
41.5,3653.3,,,,,,
41.51,3093.3,,,,,,
41.52,3266.7,,,,,,
41.53,3266.7,,,,,,
41.54,3226.7,,,,,,
41.55,3080,,,,,,
41.56,3186.7,,,,,,
41.57,3426.7,,,,,,
41.58,3320,,,,,,
41.59,2826.7,,,,,,
41.6,2933.3,,,,,,
41.61,3573.3,,,,,,
41.62,3400,,,,,,
41.63,3106.7,,,,,,
41.64,3013.3,,,,,,
41.65,3213.3,,,,,,
41.66,3400,,,,,,
41.67,3280,,,,,,
41.68,3133.3,,,,,,
41.69,3120,,,,,,
41.7,3333.3,,,,,,
41.71,3453.3,,,,,,
41.72,3106.7,,,,,,
41.73,3346.7,,,,,,
41.74,3346.7,,,,,,
41.75,3226.7,,,,,,
41.76,3053.3,,,,,,
41.77,3173.3,,,,,,
41.78,3306.7,,,,,,
41.79,3080,,,,,,
41.8,2986.7,,,,,,
41.81,3200,,,,,,
41.82,3440,,,,,,
41.83,3346.7,,,,,,
41.84,3426.7,,,,,,
41.85,3280,,,,,,
41.86,3466.7,,,,,,
41.87,3373.3,,,,,,
41.88,3320,,,,,,
41.89,3280,,,,,,
41.9,3226.7,,,,,,
41.91,3426.7,,,,,,
41.92,3440,,,,,,
41.93,3173.3,,,,,,
41.94,3400,,,,,,
41.95,3346.7,,,,,,
41.96,3240,,,,,,
41.97,3293.3,,,,,,
41.98,3066.7,,,,,,
41.99,3040,,,,,,
42,3293.3,,,,,,
42.01,3386.7,,,,,,
42.02,3586.7,,,,,,
42.03,3426.7,,,,,,
42.04,3253.3,,,,,,
42.05,3440,,,,,,
42.06,3320,,,,,,
42.07,3280,,,,,,
42.08,3293.3,,,,,,
42.09,3400,,,,,,
42.1,3373.3,,,,,,
42.11,3240,,,,,,
42.12,3240,,,,,,
42.13,3173.3,,,,,,
42.14,3280,,,,,,
42.15,3293.3,,,,,,
42.16,3253.3,,,,,,
42.17,3480,,,,,,
42.18,3266.7,,,,,,
42.19,3106.7,,,,,,
42.2,3226.7,,,,,,
42.21,3320,,,,,,
42.22,3186.7,,,,,,
42.23,3186.7,,,,,,
42.24,3386.7,,,,,,
42.25,3320,,,,,,
42.26,3240,,,,,,
42.27,3226.7,,,,,,
42.28,3240,,,,,,
42.29,3453.3,,,,,,
42.3,3266.7,,,,,,
42.31,3346.7,,,,,,
42.32,3226.7,,,,,,
42.33,3133.3,,,,,,
42.34,3333.3,,,,,,
42.35,3360,,,,,,
42.36,3253.3,,,,,,
42.37,3466.7,,,,,,
42.38,3440,,,,,,
42.39,3320,,,,,,
42.4,3306.7,,,,,,
42.41,3240,,,,,,
42.42,3266.7,,,,,,
42.43,3386.7,,,,,,
42.44,3120,,,,,,
42.45,3120,,,,,,
42.46,3413.3,,,,,,
42.47,3360,,,,,,
42.48,3213.3,,,,,,
42.49,3413.3,,,,,,
42.5,3413.3,,,,,,
42.51,3426.7,,,,,,
42.52,3280,,,,,,
42.53,3346.7,,,,,,
42.54,3240,,,,,,
42.55,3413.3,,,,,,
42.56,3293.3,,,,,,
42.57,3146.7,,,,,,
42.58,3333.3,,,,,,
42.59,3280,,,,,,
42.6,3253.3,,,,,,
42.61,3306.7,,,,,,
42.62,3186.7,,,,,,
42.63,2973.3,,,,,,
42.64,3080,,,,,,
42.65,3386.7,,,,,,
42.66,3466.7,,,,,,
42.67,3333.3,,,,,,
42.68,3253.3,,,,,,
42.69,3013.3,,,,,,
42.7,3146.7,,,,,,
42.71,3373.3,,,,,,
42.72,3480,,,,,,
42.73,3493.3,,,,,,
42.74,3346.7,,,,,,
42.75,3320,,,,,,
42.76,3560,,,,,,
42.77,3106.7,,,,,,
42.78,3093.3,,,,,,
42.79,3373.3,,,,,,
42.8,3413.3,,,,,,
42.81,3320,,,,,,
42.82,3226.7,,,,,,
42.83,3226.7,,,,,,
42.84,3493.3,,,,,,
42.85,3333.3,,,,,,
42.86,3280,,,,,,
42.87,3293.3,,,,,,
42.88,3200,,,,,,
42.89,3080,,,,,,
42.9,3106.7,,,,,,
42.91,3293.3,,,,,,
42.92,3146.7,,,,,,
42.93,3320,,,,,,
42.94,3093.3,,,,,,
42.95,3173.3,,,,,,
42.96,3360,,,,,,
42.97,3373.3,,,,,,
42.98,3333.3,,,,,,
42.99,3386.7,,,,,,
43,3413.3,,,,,,
43.01,3440,,,,,,
43.02,3240,,,,,,
43.03,3346.7,,,,,,
43.04,3386.7,,,,,,
43.05,3440,,,,,,
43.06,3266.7,,,,,,
43.07,3400,,,,,,
43.08,3333.3,,,,,,
43.09,3040,,,,,,
43.1,3186.7,,,,,,
43.11,3413.3,,,,,,
43.12,3266.7,,,,,,
43.13,3253.3,,,,,,
43.14,3146.7,,,,,,
43.15,3066.7,,,,,,
43.16,3280,,,,,,
43.17,3613.3,,,,,,
43.18,3293.3,,,,,,
43.19,3413.3,,,,,,
43.2,3346.7,,,,,,
43.21,3213.3,,,,,,
43.22,3200,,,,,,
43.23,3106.7,,,,,,
43.24,3213.3,,,,,,
43.25,3280,,,,,,
43.26,3333.3,,,,,,
43.27,3440,,,,,,
43.28,3640,,,,,,
43.29,3506.7,,,,,,
43.3,3253.3,,,,,,
43.31,3253.3,,,,,,
43.32,3133.3,,,,,,
43.33,3160,,,,,,
43.34,3226.7,,,,,,
43.35,3400,,,,,,
43.36,3120,,,,,,
43.37,3293.3,,,,,,
43.38,3480,,,,,,
43.39,3520,,,,,,
43.4,3640,,,,,,
43.41,3533.3,,,,,,
43.42,3293.3,,,,,,
43.43,3146.7,,,,,,
43.44,3146.7,,,,,,
43.45,3546.7,,,,,,
43.46,3386.7,,,,,,
43.47,3333.3,,,,,,
43.48,3573.3,,,,,,
43.49,3373.3,,,,,,
43.5,3173.3,,,,,,
43.51,3333.3,,,,,,
43.52,3293.3,,,,,,
43.53,3360,,,,,,
43.54,3360,,,,,,
43.55,3253.3,,,,,,
43.56,3040,,,,,,
43.57,3293.3,,,,,,
43.58,3080,,,,,,
43.59,3000,,,,,,
43.6,3200,,,,,,
43.61,3400,,,,,,
43.62,3426.7,,,,,,
43.63,3333.3,,,,,,
43.64,3306.7,,,,,,
43.65,3373.3,,,,,,
43.66,3320,,,,,,
43.67,3373.3,,,,,,
43.68,3493.3,,,,,,
43.69,3360,,,,,,
43.7,3226.7,,,,,,
43.71,3146.7,,,,,,
43.72,3253.3,,,,,,
43.73,3413.3,,,,,,
43.74,3360,,,,,,
43.75,3213.3,,,,,,
43.76,3266.7,,,,,,
43.77,3426.7,,,,,,
43.78,3440,,,,,,
43.79,3360,,,,,,
43.8,3426.7,,,,,,
43.81,3413.3,,,,,,
43.82,3546.7,,,,,,
43.83,3373.3,,,,,,
43.84,3480,,,,,,
43.85,3613.3,,,,,,
43.86,3706.7,,,,,,
43.87,3613.3,,,,,,
43.88,3773.3,,,,,,
43.89,3373.3,,,,,,
43.9,2946.7,,,,,,
43.91,3320,,,,,,
43.92,3693.3,,,,,,
43.93,3946.7,,,,,,
43.94,3706.7,,,,,,
43.95,3560,,,,,,
43.96,3320,,,,,,
43.97,3213.3,,,,,,
43.98,3386.7,,,,,,
43.99,3653.3,,,,,,
44,3280,,,,,,
44.01,3453.3,,,,,,
44.02,3626.7,,,,,,
44.03,3493.3,,,,,,
44.04,3613.3,,,,,,
44.05,3426.7,,,,,,
44.06,3280,,,,,,
44.07,3386.7,,,,,,
44.08,3520,,,,,,
44.09,3626.7,,,,,,
44.1,3906.7,,,,,,
44.11,3533.3,,,,,,
44.12,3653.3,,,,,,
44.13,3560,,,,,,
44.14,3440,,,,,,
44.15,3586.7,,,,,,
44.16,3693.3,,,,,,
44.17,3573.3,,,,,,
44.18,3533.3,,,,,,
44.19,3613.3,,,,,,
44.2,3533.3,,,,,,
44.21,3413.3,,,,,,
44.22,3666.7,,,,,,
44.23,3840,,,,,,
44.24,3573.3,,,,,,
44.25,3466.7,,,,,,
44.26,3866.7,,,,,,
44.27,3466.7,,,,,,
44.28,3640,,,,,,
44.29,3680,,,,,,
44.3,3586.7,,,,,,
44.31,3733.3,,,,,,
44.32,3626.7,,,,,,
44.33,3706.7,,,,,,
44.34,3680,,,,,,
44.35,3533.3,,,,,,
44.36,3693.3,,,,,,
44.37,3680,,,,,,
44.38,3640,,,,,,
44.39,3586.7,,,,,,
44.4,3640,,,,,,
44.41,3826.7,,,,,,
44.42,3746.7,,,,,,
44.43,3680,,,,,,
44.44,3440,,,,,,
44.45,3346.7,,,,,,
44.46,3426.7,,,,,,
44.47,3626.7,,,,,,
44.48,3440,,,,,,
44.49,3586.7,,,,,,
44.5,3573.3,,,,,,
44.51,3573.3,,,,,,
44.52,3733.3,,,,,,
44.53,3746.7,,,,,,
44.54,3680,,,,,,
44.55,3626.7,,,,,,
44.56,3466.7,,,,,,
44.57,3346.7,,,,,,
44.58,3333.3,,,,,,
44.59,3466.7,,,,,,
44.6,3680,,,,,,
44.61,3506.7,,,,,,
44.62,3333.3,,,,,,
44.63,3480,,,,,,
44.64,3653.3,,,,,,
44.65,3560,,,,,,
44.66,3600,,,,,,
44.67,3333.3,,,,,,
44.68,3613.3,,,,,,
44.69,3493.3,,,,,,
44.7,3560,,,,,,
44.71,3466.7,,,,,,
44.72,3600,,,,,,
44.73,3613.3,,,,,,
44.74,3800,,,,,,
44.75,3746.7,,,,,,
44.76,3453.3,,,,,,
44.77,3173.3,,,,,,
44.78,3440,,,,,,
44.79,3840,,,,,,
44.8,3853.3,,,,,,
44.81,3653.3,,,,,,
44.82,3493.3,,,,,,
44.83,3573.3,,,,,,
44.84,3666.7,,,,,,
44.85,3466.7,,,,,,
44.86,3533.3,,,,,,
44.87,3933.3,,,,,,
44.88,3746.7,,,,,,
44.89,3666.7,,,,,,
44.9,3440,,,,,,
44.91,3573.3,,,,,,
44.92,3786.7,,,,,,
44.93,3946.7,,,,,,
44.94,3666.7,,,,,,
44.95,3693.3,,,,,,
44.96,3693.3,,,,,,
44.97,3626.7,,,,,,
44.98,3786.7,,,,,,
44.99,3920,,,,,,
45,3986.7,,,,,,
45.01,4026.7,,,,,,
45.02,3720,,,,,,
45.03,3906.7,,,,,,
45.04,4000,,,,,,
45.05,4146.7,,,,,,
45.06,4253.3,,,,,,
45.07,4533.3,,,,,,
45.08,4466.7,,,,,,
45.09,4080,,,,,,
45.1,4173.3,,,,,,
45.11,4173.3,,,,,,
45.12,4466.7,,,,,,
45.13,4333.3,,,,,,
45.14,4533.3,,,,,,
45.15,4440,,,,,,
45.16,4480,,,,,,
45.17,4506.7,,,,,,
45.18,4760,,,,,,
45.19,4706.7,,,,,,
45.2,4600,,,,,,
45.21,4720,,,,,,
45.22,4853.3,,,,,,
45.23,4866.7,,,,,,
45.24,5026.7,,,,,,
45.25,5093.3,,,,,,
45.26,5653.3,,,,,,
45.27,5253.3,,,,,,
45.28,5666.7,,,,,,
45.29,5466.7,,,,,,
45.3,6520,,,,,,
45.31,6293.3,,,,,,
45.32,6573.3,,,,,,
45.33,7226.7,,,,,,
45.34,8053.3,,,,,,
45.35,9013.3,,,,,,
45.36,9400,,,,,,
45.37,10533,,,,,,
45.38,11787,,,,,,
45.39,13600,,,,,,
45.4,15547,,,,,,
45.41,17093,,,,,,
45.42,19973,,,,,,
45.43,24080,,,,,,
45.44,27987,,,,,,
45.45,32227,,,,,,
45.46,35787,,,,,,
45.47,39280,,,,,,
45.48,43080,,,,,,
45.49,47413,,,,,,
45.5,49813,,,,,,
45.51,51653,,,,,,
45.52,54293,,,,,,
45.53,54800,,,,,,
45.54,56627,,,,,,
45.55,55480,,,,,,
45.56,54987,,,,,,
45.57,55613,,,,,,
45.58,56827,,,,,,
45.59,56827,,,,,,
45.6,56893,,,,,,
45.61,56173,,,,,,
45.62,54893,,,,,,
45.63,54360,,,,,,
45.64,52880,,,,,,
45.65,51813,,,,,,
45.66,51293,,,,,,
45.67,47613,,,,,,
45.68,44413,,,,,,
45.69,41840,,,,,,
45.7,37787,,,,,,
45.71,34813,,,,,,
45.72,30973,,,,,,
45.73,29107,,,,,,
45.74,26173,,,,,,
45.75,23507,,,,,,
45.76,21507,,,,,,
45.77,19533,,,,,,
45.78,18653,,,,,,
45.79,17400,,,,,,
45.8,15507,,,,,,
45.81,14187,,,,,,
45.82,12547,,,,,,
45.83,11360,,,,,,
45.84,10373,,,,,,
45.85,8826.7,,,,,,
45.86,7706.7,,,,,,
45.87,7013.3,,,,,,
45.88,6800,,,,,,
45.89,6320,,,,,,
45.9,5560,,,,,,
45.91,5480,,,,,,
45.92,5200,,,,,,
45.93,4853.3,,,,,,
45.94,4773.3,,,,,,
45.95,4813.3,,,,,,
45.96,4826.7,,,,,,
45.97,4480,,,,,,
45.98,4346.7,,,,,,
45.99,4360,,,,,,
46,4360,,,,,,
46.01,4280,,,,,,
46.02,4226.7,,,,,,
46.03,4080,,,,,,
46.04,4000,,,,,,
46.05,4106.7,,,,,,
46.06,3906.7,,,,,,
46.07,3893.3,,,,,,
46.08,3866.7,,,,,,
46.09,3973.3,,,,,,
46.1,3733.3,,,,,,
46.11,3626.7,,,,,,
46.12,4146.7,,,,,,
46.13,4093.3,,,,,,
46.14,4133.3,,,,,,
46.15,3840,,,,,,
46.16,3720,,,,,,
46.17,3960,,,,,,
46.18,4040,,,,,,
46.19,3920,,,,,,
46.2,3813.3,,,,,,
46.21,3800,,,,,,
46.22,3746.7,,,,,,
46.23,4053.3,,,,,,
46.24,4200,,,,,,
46.25,3920,,,,,,
46.26,3680,,,,,,
46.27,3706.7,,,,,,
46.28,3506.7,,,,,,
46.29,3533.3,,,,,,
46.3,3520,,,,,,
46.31,3520,,,,,,
46.32,3893.3,,,,,,
46.33,3973.3,,,,,,
46.34,3880,,,,,,
46.35,3773.3,,,,,,
46.36,3720,,,,,,
46.37,3640,,,,,,
46.38,3573.3,,,,,,
46.39,3733.3,,,,,,
46.4,3480,,,,,,
46.41,3613.3,,,,,,
46.42,3520,,,,,,
46.43,3600,,,,,,
46.44,3680,,,,,,
46.45,3746.7,,,,,,
46.46,3546.7,,,,,,
46.47,3533.3,,,,,,
46.48,3626.7,,,,,,
46.49,3440,,,,,,
46.5,3453.3,,,,,,
46.51,3320,,,,,,
46.52,3213.3,,,,,,
46.53,3546.7,,,,,,
46.54,3680,,,,,,
46.55,3533.3,,,,,,
46.56,3400,,,,,,
46.57,3480,,,,,,
46.58,3666.7,,,,,,
46.59,3520,,,,,,
46.6,3440,,,,,,
46.61,3706.7,,,,,,
46.62,3746.7,,,,,,
46.63,3480,,,,,,
46.64,3440,,,,,,
46.65,3760,,,,,,
46.66,3493.3,,,,,,
46.67,3466.7,,,,,,
46.68,3680,,,,,,
46.69,3640,,,,,,
46.7,3706.7,,,,,,
46.71,3440,,,,,,
46.72,3120,,,,,,
46.73,3413.3,,,,,,
46.74,3480,,,,,,
46.75,3346.7,,,,,,
46.76,3613.3,,,,,,
46.77,3600,,,,,,
46.78,3280,,,,,,
46.79,3373.3,,,,,,
46.8,3600,,,,,,
46.81,3573.3,,,,,,
46.82,3506.7,,,,,,
46.83,3653.3,,,,,,
46.84,3453.3,,,,,,
46.85,3533.3,,,,,,
46.86,3520,,,,,,
46.87,3506.7,,,,,,
46.88,3426.7,,,,,,
46.89,3386.7,,,,,,
46.9,3386.7,,,,,,
46.91,3306.7,,,,,,
46.92,3293.3,,,,,,
46.93,3400,,,,,,
46.94,3693.3,,,,,,
46.95,3453.3,,,,,,
46.96,3013.3,,,,,,
46.97,2893.3,,,,,,
46.98,3493.3,,,,,,
46.99,3800,,,,,,
47,3760,,,,,,
47.01,3573.3,,,,,,
47.02,3320,,,,,,
47.03,3493.3,,,,,,
47.04,3480,,,,,,
47.05,3400,,,,,,
47.06,3466.7,,,,,,
47.07,3546.7,,,,,,
47.08,3213.3,,,,,,
47.09,3266.7,,,,,,
47.1,3453.3,,,,,,
47.11,3093.3,,,,,,
47.12,3280,,,,,,
47.13,3573.3,,,,,,
47.14,3533.3,,,,,,
47.15,3680,,,,,,
47.16,3706.7,,,,,,
47.17,3493.3,,,,,,
47.18,3093.3,,,,,,
47.19,3480,,,,,,
47.2,3413.3,,,,,,
47.21,3360,,,,,,
47.22,3200,,,,,,
47.23,3493.3,,,,,,
47.24,3333.3,,,,,,
47.25,3026.7,,,,,,
47.26,3146.7,,,,,,
47.27,3480,,,,,,
47.28,3226.7,,,,,,
47.29,3413.3,,,,,,
47.3,3426.7,,,,,,
47.31,3333.3,,,,,,
47.32,3440,,,,,,
47.33,3586.7,,,,,,
47.34,3520,,,,,,
47.35,3133.3,,,,,,
47.36,3080,,,,,,
47.37,3173.3,,,,,,
47.38,3373.3,,,,,,
47.39,3520,,,,,,
47.4,3480,,,,,,
47.41,3546.7,,,,,,
47.42,3120,,,,,,
47.43,3480,,,,,,
47.44,3346.7,,,,,,
47.45,3346.7,,,,,,
47.46,3253.3,,,,,,
47.47,3106.7,,,,,,
47.48,3346.7,,,,,,
47.49,3533.3,,,,,,
47.5,3440,,,,,,
47.51,3600,,,,,,
47.52,3600,,,,,,
47.53,3480,,,,,,
47.54,3093.3,,,,,,
47.55,3293.3,,,,,,
47.56,3666.7,,,,,,
47.57,3573.3,,,,,,
47.58,3346.7,,,,,,
47.59,3413.3,,,,,,
47.6,3426.7,,,,,,
47.61,3160,,,,,,
47.62,3146.7,,,,,,
47.63,3413.3,,,,,,
47.64,3546.7,,,,,,
47.65,3373.3,,,,,,
47.66,3613.3,,,,,,
47.67,3653.3,,,,,,
47.68,3480,,,,,,
47.69,3573.3,,,,,,
47.7,3360,,,,,,
47.71,3146.7,,,,,,
47.72,3346.7,,,,,,
47.73,3600,,,,,,
47.74,3613.3,,,,,,
47.75,3480,,,,,,
47.76,3653.3,,,,,,
47.77,3560,,,,,,
47.78,3440,,,,,,
47.79,3120,,,,,,
47.8,3466.7,,,,,,
47.81,3373.3,,,,,,
47.82,3346.7,,,,,,
47.83,3360,,,,,,
47.84,3293.3,,,,,,
47.85,3226.7,,,,,,
47.86,3280,,,,,,
47.87,3293.3,,,,,,
47.88,3346.7,,,,,,
47.89,3240,,,,,,
47.9,3440,,,,,,
47.91,3253.3,,,,,,
47.92,3226.7,,,,,,
47.93,3413.3,,,,,,
47.94,3466.7,,,,,,
47.95,3320,,,,,,
47.96,3106.7,,,,,,
47.97,3360,,,,,,
47.98,3226.7,,,,,,
47.99,3213.3,,,,,,
48,3493.3,,,,,,
48.01,3293.3,,,,,,
48.02,3306.7,,,,,,
48.03,3173.3,,,,,,
48.04,3066.7,,,,,,
48.05,3360,,,,,,
48.06,3106.7,,,,,,
48.07,3333.3,,,,,,
48.08,3493.3,,,,,,
48.09,3213.3,,,,,,
48.1,3373.3,,,,,,
48.11,3360,,,,,,
48.12,3253.3,,,,,,
48.13,3413.3,,,,,,
48.14,3493.3,,,,,,
48.15,3440,,,,,,
48.16,3280,,,,,,
48.17,3533.3,,,,,,
48.18,3386.7,,,,,,
48.19,3240,,,,,,
48.2,3373.3,,,,,,
48.21,3480,,,,,,
48.22,3426.7,,,,,,
48.23,3440,,,,,,
48.24,3426.7,,,,,,
48.25,3453.3,,,,,,
48.26,3253.3,,,,,,
48.27,3426.7,,,,,,
48.28,3240,,,,,,
48.29,3240,,,,,,
48.3,3173.3,,,,,,
48.31,3253.3,,,,,,
48.32,3120,,,,,,
48.33,3186.7,,,,,,
48.34,3360,,,,,,
48.35,3306.7,,,,,,
48.36,3253.3,,,,,,
48.37,3200,,,,,,
48.38,3106.7,,,,,,
48.39,3240,,,,,,
48.4,3293.3,,,,,,
48.41,3280,,,,,,
48.42,3240,,,,,,
48.43,3133.3,,,,,,
48.44,3346.7,,,,,,
48.45,3240,,,,,,
48.46,3400,,,,,,
48.47,3453.3,,,,,,
48.48,3600,,,,,,
48.49,3373.3,,,,,,
48.5,3226.7,,,,,,
