NaCl,,Be Pd,,,Cd Ga2 Se4,,
2θ - °,Intensity - cps,2θ - °,Y,Intensity - cps,2θ - °,Y,Intensity - cps
68.02,2773.3,,,,,,
68.03,2813.3,,,,,,
68.04,2893.3,,,,,,
68.05,2920,,,,,,
68.06,2720,,,,,,
68.07,2800,,,,,,
68.08,2906.7,,,,,,
68.09,2920,,,,,,
68.1,2826.7,,,,,,
68.11,3040,,,,,,
68.12,3026.7,,,,,,
68.13,3173.3,,,,,,
68.14,3053.3,,,,,,
68.15,2786.7,,,,,,
68.16,2826.7,,,,,,
68.17,2693.3,,,,,,
68.18,2706.7,,,,,,
68.19,2973.3,,,,,,
68.2,2933.3,,,,,,
68.21,2853.3,,,,,,
68.22,2826.7,,,,,,
68.23,2946.7,,,,,,
68.24,2880,,,,,,
68.25,2680,,,,,,
68.26,2653.3,,,,,,
68.27,2813.3,,,,,,
68.28,3080,,,,,,
68.29,3146.7,,,,,,
68.3,2773.3,,,,,,
68.31,2640,,,,,,
68.32,2613.3,,,,,,
68.33,2706.7,,,,,,
68.34,2893.3,,,,,,
68.35,2880,,,,,,
68.36,3000,,,,,,
68.37,2826.7,,,,,,
68.38,2906.7,,,,,,
68.39,2933.3,,,,,,
68.4,3173.3,,,,,,
68.41,3026.7,,,,,,
68.42,3000,,,,,,
68.43,2866.7,,,,,,
68.44,2853.3,,,,,,
68.45,2840,,,,,,
68.46,2813.3,,,,,,
68.47,2920,,,,,,
68.48,2973.3,,,,,,
68.49,2986.7,,,,,,
68.5,3106.7,,,,,,
68.51,2946.7,,,,,,
68.52,2933.3,,,,,,
68.53,2800,,,,,,
68.54,2613.3,,,,,,
68.55,2546.7,,,,,,
68.56,2933.3,,,,,,
68.57,3053.3,,,,,,
68.58,2893.3,,,,,,
68.59,2880,,,,,,
68.6,2973.3,,,,,,
68.61,2880,,,,,,
68.62,3120,,,,,,
68.63,2933.3,,,,,,
68.64,3066.7,,,,,,
68.65,2960,,,,,,
68.66,2746.7,,,,,,
68.67,2786.7,,,,,,
68.68,2640,,,,,,
68.69,2786.7,,,,,,
68.7,3013.3,,,,,,
68.71,2853.3,,,,,,
68.72,2866.7,,,,,,
68.73,2853.3,,,,,,
68.74,2906.7,,,,,,
68.75,2813.3,,,,,,
68.76,2653.3,,,,,,
68.77,2760,,,,,,
68.78,2813.3,,,,,,
68.79,2706.7,,,,,,
68.8,2746.7,,,,,,
68.81,2786.7,,,,,,
68.82,2600,,,,,,
68.83,2666.7,,,,,,
68.84,2706.7,,,,,,
68.85,2826.7,,,,,,
68.86,2853.3,,,,,,
68.87,2800,,,,,,
68.88,2800,,,,,,
68.89,2760,,,,,,
68.9,2733.3,,,,,,
68.91,2906.7,,,,,,
68.92,2760,,,,,,
68.93,2720,,,,,,
68.94,2586.7,,,,,,
68.95,2853.3,,,,,,
68.96,2946.7,,,,,,
68.97,2960,,,,,,
68.98,3026.7,,,,,,
68.99,3013.3,,,,,,
69,2986.7,,,,,,
69.01,2706.7,,,,,,
69.02,2893.3,,,,,,
69.03,2973.3,,,,,,
69.04,2906.7,,,,,,
69.05,2573.3,,,,,,
69.06,2733.3,,,,,,
69.07,2840,,,,,,
69.08,2786.7,,,,,,
69.09,2746.7,,,,,,
69.1,2893.3,,,,,,
69.11,2626.7,,,,,,
69.12,2746.7,,,,,,
69.13,2866.7,,,,,,
69.14,2826.7,,,,,,
69.15,2720,,,,,,
69.16,2906.7,,,,,,
69.17,2813.3,,,,,,
69.18,2720,,,,,,
69.19,2773.3,,,,,,
69.2,2586.7,,,,,,
69.21,2813.3,,,,,,
69.22,2773.3,,,,,,
69.23,3093.3,,,,,,
69.24,2933.3,,,,,,
69.25,3133.3,,,,,,
69.26,2786.7,,,,,,
69.27,2760,,,,,,
69.28,2680,,,,,,
69.29,2760,,,,,,
69.3,2906.7,,,,,,
69.31,2773.3,,,,,,
69.32,2800,,,,,,
69.33,2786.7,,,,,,
69.34,2800,,,,,,
69.35,2733.3,,,,,,
69.36,2640,,,,,,
69.37,2680,,,,,,
69.38,2853.3,,,,,,
69.39,2893.3,,,,,,
69.4,2720,,,,,,
69.41,2746.7,,,,,,
69.42,2693.3,,,,,,
69.43,2946.7,,,,,,
69.44,2893.3,,,,,,
69.45,3106.7,,,,,,
69.46,3093.3,,,,,,
69.47,2960,,,,,,
69.48,2720,,,,,,
69.49,2666.7,,,,,,
69.5,2586.7,,,,,,
69.51,2546.7,,,,,,
69.52,2773.3,,,,,,
69.53,3040,,,,,,
69.54,2840,,,,,,
69.55,2760,,,,,,
69.56,2933.3,,,,,,
69.57,2720,,,,,,
69.58,2480,,,,,,
69.59,2480,,,,,,
69.6,2640,,,,,,
69.61,2920,,,,,,
69.62,2853.3,,,,,,
69.63,2746.7,,,,,,
69.64,2760,,,,,,
69.65,2760,,,,,,
69.66,2746.7,,,,,,
69.67,2973.3,,,,,,
69.68,2946.7,,,,,,
69.69,2840,,,,,,
69.7,2866.7,,,,,,
69.71,2853.3,,,,,,
69.72,2800,,,,,,
69.73,2840,,,,,,
69.74,2960,,,,,,
69.75,2746.7,,,,,,
69.76,2866.7,,,,,,
69.77,2946.7,,,,,,
69.78,2746.7,,,,,,
69.79,2840,,,,,,
69.8,2720,,,,,,
69.81,2840,,,,,,
69.82,2786.7,,,,,,
69.83,3093.3,,,,,,
69.84,3000,,,,,,
69.85,2933.3,,,,,,
69.86,2986.7,,,,,,
69.87,2840,,,,,,
69.88,2866.7,,,,,,
69.89,2880,,,,,,
69.9,2933.3,,,,,,
69.91,2906.7,,,,,,
69.92,2773.3,,,,,,
69.93,2840,,,,,,
69.94,2920,,,,,,
69.95,2773.3,,,,,,
69.96,2880,,,,,,
69.97,2733.3,,,,,,
69.98,2640,,,,,,
69.99,2720,,,,,,
70,2840,,,,,,
70.01,3013.3,,,,,,
70.02,2960,,,,,,
70.03,2600,,,,,,
70.04,2680,,,,,,
70.05,2760,,,,,,
70.06,2600,,,,,,
70.07,2626.7,,,,,,
70.08,2920,,,,,,
70.09,2773.3,,,,,,
70.1,2653.3,,,,,,
70.11,2626.7,,,,,,
70.12,2706.7,,,,,,
70.13,2746.7,,,,,,
70.14,2733.3,,,,,,
70.15,2800,,,,,,
70.16,2680,,,,,,
70.17,2720,,,,,,
70.18,2720,,,,,,
70.19,2813.3,,,,,,
70.2,2933.3,,,,,,
70.21,2720,,,,,,
70.22,2760,,,,,,
70.23,2986.7,,,,,,
70.24,2840,,,,,,
70.25,2960,,,,,,
70.26,3013.3,,,,,,
70.27,3200,,,,,,
70.28,2720,,,,,,
70.29,2720,,,,,,
70.3,3000,,,,,,
70.31,2786.7,,,,,,
70.32,2640,,,,,,
70.33,2746.7,,,,,,
70.34,2786.7,,,,,,
70.35,2973.3,,,,,,
70.36,2853.3,,,,,,
70.37,2800,,,,,,
70.38,2760,,,,,,
70.39,2760,,,,,,
70.4,2680,,,,,,
70.41,2493.3,,,,,,
70.42,2640,,,,,,
70.43,2600,,,,,,
70.44,2733.3,,,,,,
70.45,2773.3,,,,,,
70.46,2493.3,,,,,,
70.47,2693.3,,,,,,
70.48,2800,,,,,,
70.49,2666.7,,,,,,
70.5,2453.3,,,,,,
70.51,2573.3,,,,,,
70.52,2653.3,,,,,,
70.53,2893.3,,,,,,
70.54,2733.3,,,,,,
70.55,2826.7,,,,,,
70.56,2893.3,,,,,,
70.57,2760,,,,,,
70.58,2720,,,,,,
70.59,2786.7,,,,,,
70.6,2586.7,,,,,,
70.61,2560,,,,,,
70.62,2853.3,,,,,,
70.63,3013.3,,,,,,
70.64,3093.3,,,,,,
70.65,3093.3,,,,,,
70.66,2853.3,,,,,,
70.67,2680,,,,,,
70.68,2706.7,,,,,,
70.69,3066.7,,,,,,
70.7,2786.7,,,,,,
70.71,3013.3,,,,,,
70.72,2733.3,,,,,,
70.73,2480,,,,,,
70.74,2506.7,,,,,,
70.75,2600,,,,,,
70.76,2693.3,,,,,,
70.77,3000,,,,,,
70.78,2933.3,,,,,,
70.79,2666.7,,,,,,
70.8,2920,,,,,,
70.81,2973.3,,,,,,
70.82,2773.3,,,,,,
70.83,2840,,,,,,
70.84,2973.3,,,,,,
70.85,2840,,,,,,
70.86,2706.7,,,,,,
70.87,2720,,,,,,
70.88,2773.3,,,,,,
70.89,2680,,,,,,
70.9,2493.3,,,,,,
70.91,2746.7,,,,,,
70.92,2746.7,,,,,,
70.93,2853.3,,,,,,
70.94,2786.7,,,,,,
70.95,2693.3,,,,,,
70.96,2426.7,,,,,,
70.97,2626.7,,,,,,
70.98,2853.3,,,,,,
70.99,2866.7,,,,,,
71,2840,,,,,,
71.01,2800,,,,,,
71.02,3053.3,,,,,,
71.03,3160,,,,,,
71.04,2813.3,,,,,,
71.05,2813.3,,,,,,
71.06,2960,,,,,,
71.07,2800,,,,,,
71.08,2786.7,,,,,,
71.09,2800,,,,,,
71.1,2720,,,,,,
71.11,2693.3,,,,,,
71.12,2866.7,,,,,,
71.13,2960,,,,,,
71.14,2613.3,,,,,,
71.15,2613.3,,,,,,
71.16,2666.7,,,,,,
71.17,2693.3,,,,,,
71.18,2733.3,,,,,,
71.19,2586.7,,,,,,
71.2,2786.7,,,,,,
71.21,2746.7,,,,,,
71.22,2773.3,,,,,,
71.23,2880,,,,,,
71.24,2853.3,,,,,,
71.25,2946.7,,,,,,
71.26,2786.7,,,,,,
71.27,2733.3,,,,,,
71.28,2720,,,,,,
71.29,2786.7,,,,,,
71.3,2653.3,,,,,,
71.31,2600,,,,,,
71.32,2706.7,,,,,,
71.33,2720,,,,,,
71.34,2600,,,,,,
71.35,2573.3,,,,,,
71.36,2573.3,,,,,,
71.37,2826.7,,,,,,
71.38,2866.7,,,,,,
71.39,2840,,,,,,
71.4,2960,,,,,,
71.41,2866.7,,,,,,
71.42,2640,,,,,,
71.43,2893.3,,,,,,
71.44,3000,,,,,,
71.45,2946.7,,,,,,
71.46,2626.7,,,,,,
71.47,2773.3,,,,,,
71.48,2680,,,,,,
71.49,2560,,,,,,
71.5,2533.3,,,,,,
71.51,2933.3,,,,,,
71.52,2906.7,,,,,,
71.53,2880,,,,,,
71.54,2720,,,,,,
71.55,3026.7,,,,,,
71.56,2680,,,,,,
71.57,2600,,,,,,
71.58,3000,,,,,,
71.59,2760,,,,,,
71.6,2773.3,,,,,,
71.61,2640,,,,,,
71.62,2586.7,,,,,,
71.63,2746.7,,,,,,
71.64,2613.3,,,,,,
71.65,2466.7,,,,,,
71.66,2613.3,,,,,,
71.67,2546.7,,,,,,
71.68,2706.7,,,,,,
71.69,2746.7,,,,,,
71.7,2853.3,,,,,,
71.71,2746.7,,,,,,
71.72,2506.7,,,,,,
71.73,2773.3,,,,,,
71.74,2906.7,,,,,,
71.75,2986.7,,,,,,
71.76,2893.3,,,,,,
71.77,2653.3,,,,,,
71.78,2680,,,,,,
71.79,2946.7,,,,,,
71.8,2640,,,,,,
71.81,2720,,,,,,
71.82,2706.7,,,,,,
71.83,2840,,,,,,
71.84,2880,,,,,,
71.85,2520,,,,,,
71.86,2626.7,,,,,,
71.87,2786.7,,,,,,
71.88,2760,,,,,,
71.89,2786.7,,,,,,
71.9,2853.3,,,,,,
71.91,2720,,,,,,
71.92,2520,,,,,,
71.93,2533.3,,,,,,
71.94,2453.3,,,,,,
71.95,2840,,,,,,
71.96,2813.3,,,,,,
71.97,2840,,,,,,
71.98,2493.3,,,,,,
71.99,2680,,,,,,
72,2706.7,,,,,,
72.01,2626.7,,,,,,
72.02,2640,,,,,,
72.03,3013.3,,,,,,
72.04,2853.3,,,,,,
72.05,2866.7,,,,,,
72.06,2906.7,,,,,,
72.07,2760,,,,,,
72.08,2693.3,,,,,,
72.09,2893.3,,,,,,
72.1,2626.7,,,,,,
72.11,2560,,,,,,
72.12,2640,,,,,,
72.13,2680,,,,,,
72.14,2733.3,,,,,,
72.15,2733.3,,,,,,
72.16,2640,,,,,,
72.17,2640,,,,,,
72.18,2626.7,,,,,,
72.19,2746.7,,,,,,
72.2,2893.3,,,,,,
72.21,2880,,,,,,
72.22,2653.3,,,,,,
72.23,2640,,,,,,
72.24,2720,,,,,,
72.25,2666.7,,,,,,
72.26,2600,,,,,,
72.27,2640,,,,,,
72.28,2560,,,,,,
72.29,2520,,,,,,
72.3,2666.7,,,,,,
72.31,2853.3,,,,,,
72.32,2573.3,,,,,,
72.33,2613.3,,,,,,
72.34,2493.3,,,,,,
72.35,2666.7,,,,,,
72.36,2640,,,,,,
72.37,2400,,,,,,
72.38,2640,,,,,,
72.39,2573.3,,,,,,
72.4,2720,,,,,,
72.41,2986.7,,,,,,
72.42,2666.7,,,,,,
72.43,2626.7,,,,,,
72.44,2880,,,,,,
72.45,2800,,,,,,
72.46,2813.3,,,,,,
72.47,2746.7,,,,,,
72.48,2893.3,,,,,,
72.49,3000,,,,,,
72.5,2946.7,,,,,,
72.51,2693.3,,,,,,
72.52,2666.7,,,,,,
72.53,2933.3,,,,,,
72.54,2680,,,,,,
72.55,2800,,,,,,
72.56,2773.3,,,,,,
72.57,2600,,,,,,
72.58,2466.7,,,,,,
72.59,2733.3,,,,,,
72.6,2960,,,,,,
72.61,2773.3,,,,,,
72.62,2693.3,,,,,,
72.63,2586.7,,,,,,
72.64,2773.3,,,,,,
72.65,2826.7,,,,,,
72.66,2706.7,,,,,,
72.67,2613.3,,,,,,
72.68,2626.7,,,,,,
72.69,2906.7,,,,,,
72.7,2973.3,,,,,,
72.71,3040,,,,,,
72.72,2973.3,,,,,,
72.73,2600,,,,,,
72.74,2773.3,,,,,,
72.75,2760,,,,,,
72.76,2866.7,,,,,,
72.77,2746.7,,,,,,
72.78,2640,,,,,,
72.79,2666.7,,,,,,
72.8,2920,,,,,,
72.81,2826.7,,,,,,
72.82,2706.7,,,,,,
72.83,2813.3,,,,,,
72.84,2920,,,,,,
72.85,3013.3,,,,,,
72.86,3000,,,,,,
72.87,2706.7,,,,,,
72.88,2760,,,,,,
72.89,3120,,,,,,
72.9,2920,,,,,,
72.91,2706.7,,,,,,
72.92,2733.3,,,,,,
72.93,2893.3,,,,,,
72.94,2693.3,,,,,,
72.95,2746.7,,,,,,
72.96,2866.7,,,,,,
72.97,2826.7,,,,,,
72.98,2946.7,,,,,,
72.99,3026.7,,,,,,
73,3066.7,,,,,,
73.01,3133.3,,,,,,
73.02,3506.7,,,,,,
73.03,3520,,,,,,
73.04,3280,,,,,,
73.05,3506.7,,,,,,
73.06,3800,,,,,,
73.07,3920,,,,,,
73.08,3960,,,,,,
73.09,4093.3,,,,,,
73.1,4440,,,,,,
73.11,4266.7,,,,,,
73.12,4266.7,,,,,,
73.13,4293.3,,,,,,
73.14,4413.3,,,,,,
73.15,4333.3,,,,,,
73.16,4600,,,,,,
73.17,4600,,,,,,
73.18,4253.3,,,,,,
73.19,3986.7,,,,,,
73.2,4240,,,,,,
73.21,4253.3,,,,,,
73.22,4093.3,,,,,,
73.23,3706.7,,,,,,
73.24,3480,,,,,,
73.25,3773.3,,,,,,
73.26,3866.7,,,,,,
73.27,3786.7,,,,,,
73.28,3573.3,,,,,,
73.29,3333.3,,,,,,
73.3,3253.3,,,,,,
73.31,3466.7,,,,,,
73.32,3573.3,,,,,,
73.33,3760,,,,,,
73.34,3573.3,,,,,,
73.35,3453.3,,,,,,
73.36,3560,,,,,,
73.37,3653.3,,,,,,
73.38,3800,,,,,,
73.39,3760,,,,,,
73.4,3466.7,,,,,,
73.41,3240,,,,,,
73.42,3306.7,,,,,,
73.43,3373.3,,,,,,
73.44,3200,,,,,,
73.45,3120,,,,,,
73.46,3053.3,,,,,,
73.47,2906.7,,,,,,
73.48,2960,,,,,,
73.49,3053.3,,,,,,
73.5,2933.3,,,,,,
73.51,2853.3,,,,,,
73.52,2746.7,,,,,,
73.53,2853.3,,,,,,
73.54,3040,,,,,,
73.55,2960,,,,,,
73.56,2826.7,,,,,,
73.57,2853.3,,,,,,
73.58,2920,,,,,,
73.59,2706.7,,,,,,
73.6,2853.3,,,,,,
73.61,2800,,,,,,
73.62,2746.7,,,,,,
73.63,2720,,,,,,
73.64,2640,,,,,,
73.65,2773.3,,,,,,
73.66,2693.3,,,,,,
73.67,2626.7,,,,,,
73.68,2693.3,,,,,,
73.69,2680,,,,,,
73.7,2680,,,,,,
73.71,2720,,,,,,
73.72,2800,,,,,,
73.73,2680,,,,,,
73.74,2506.7,,,,,,
73.75,2533.3,,,,,,
73.76,2706.7,,,,,,
73.77,2693.3,,,,,,
73.78,2693.3,,,,,,
73.79,2840,,,,,,
73.8,2666.7,,,,,,
73.81,2640,,,,,,
73.82,2613.3,,,,,,
73.83,2666.7,,,,,,
73.84,2520,,,,,,
73.85,3013.3,,,,,,
73.86,2866.7,,,,,,
73.87,2773.3,,,,,,
73.88,2653.3,,,,,,
73.89,2773.3,,,,,,
73.9,2973.3,,,,,,
73.91,2933.3,,,,,,
73.92,2653.3,,,,,,
73.93,2586.7,,,,,,
73.94,2760,,,,,,
73.95,2600,,,,,,
73.96,2773.3,,,,,,
73.97,2653.3,,,,,,
73.98,2586.7,,,,,,
73.99,2626.7,,,,,,
74,2720,,,,,,
74.01,2640,,,,,,
74.02,2546.7,,,,,,
74.03,2706.7,,,,,,
74.04,2693.3,,,,,,
74.05,2640,,,,,,
74.06,2813.3,,,,,,
74.07,2640,,,,,,
74.08,2853.3,,,,,,
74.09,2840,,,,,,
74.1,2880,,,,,,
74.11,2746.7,,,,,,
74.12,2746.7,,,,,,
74.13,2826.7,,,,,,
74.14,3013.3,,,,,,
74.15,2800,,,,,,
74.16,2800,,,,,,
74.17,2746.7,,,,,,
74.18,2613.3,,,,,,
74.19,2573.3,,,,,,
74.2,2720,,,,,,
74.21,2720,,,,,,
74.22,2893.3,,,,,,
74.23,3066.7,,,,,,
74.24,2826.7,,,,,,
74.25,2640,,,,,,
74.26,2653.3,,,,,,
74.27,2853.3,,,,,,
74.28,2786.7,,,,,,
74.29,2613.3,,,,,,
74.3,2546.7,,,,,,
74.31,2880,,,,,,
74.32,2640,,,,,,
74.33,2826.7,,,,,,
74.34,2826.7,,,,,,
74.35,2813.3,,,,,,
74.36,2840,,,,,,
74.37,2880,,,,,,
74.38,2666.7,,,,,,
74.39,2693.3,,,,,,
74.4,2866.7,,,,,,
74.41,2893.3,,,,,,
74.42,2786.7,,,,,,
74.43,2973.3,,,,,,
74.44,2946.7,,,,,,
74.45,2973.3,,,,,,
74.46,2866.7,,,,,,
74.47,2706.7,,,,,,
74.48,2760,,,,,,
74.49,2706.7,,,,,,
74.5,2800,,,,,,
74.51,2880,,,,,,
74.52,3053.3,,,,,,
74.53,2800,,,,,,
74.54,2693.3,,,,,,
74.55,2773.3,,,,,,
74.56,3026.7,,,,,,
74.57,2800,,,,,,
74.58,2933.3,,,,,,
74.59,3066.7,,,,,,
74.6,2800,,,,,,
74.61,2680,,,,,,
74.62,2746.7,,,,,,
74.63,2813.3,,,,,,
74.64,2746.7,,,,,,
74.65,2906.7,,,,,,
74.66,2600,,,,,,
74.67,2640,,,,,,
74.68,2693.3,,,,,,
74.69,2733.3,,,,,,
74.7,2600,,,,,,
74.71,2693.3,,,,,,
74.72,2786.7,,,,,,
74.73,3026.7,,,,,,
74.74,2866.7,,,,,,
74.75,2733.3,,,,,,
74.76,2613.3,,,,,,
74.77,2946.7,,,,,,
74.78,3160,,,,,,
74.79,2973.3,,,,,,
74.8,3013.3,,,,,,
74.81,3133.3,,,,,,
74.82,2906.7,,,,,,
74.83,3000,,,,,,
74.84,3080,,,,,,
74.85,3000,,,,,,
74.86,2800,,,,,,
74.87,2920,,,,,,
74.88,3040,,,,,,
74.89,3200,,,,,,
74.9,3080,,,,,,
74.91,3213.3,,,,,,
74.92,3186.7,,,,,,
74.93,3253.3,,,,,,
74.94,3386.7,,,,,,
74.95,3546.7,,,,,,
74.96,3426.7,,,,,,
74.97,3266.7,,,,,,
74.98,3573.3,,,,,,
74.99,3720,,,,,,
75,3560,,,,,,
75.01,3466.7,,,,,,
75.02,3320,,,,,,
75.03,3480,,,,,,
75.04,3706.7,,,,,,
75.05,3920,,,,,,
75.06,4080,,,,,,
75.07,4026.7,,,,,,
75.08,4013.3,,,,,,
75.09,4053.3,,,,,,
75.1,3626.7,,,,,,
75.11,4306.7,,,,,,
75.12,4573.3,,,,,,
75.13,4560,,,,,,
75.14,5133.3,,,,,,
75.15,5320,,,,,,
75.16,5613.3,,,,,,
75.17,6240,,,,,,
75.18,7080,,,,,,
75.19,8173.3,,,,,,
75.2,9413.3,,,,,,
75.21,10640,,,,,,
75.22,11880,,,,,,
75.23,13347,,,,,,
75.24,15467,,,,,,
75.25,17040,,,,,,
75.26,18920,,,,,,
75.27,20520,,,,,,
75.28,21133,,,,,,
75.29,22427,,,,,,
75.3,25267,,,,,,
75.31,25427,,,,,,
75.32,24987,,,,,,
75.33,25067,,,,,,
75.34,25253,,,,,,
75.35,24160,,,,,,
75.36,23373,,,,,,
75.37,21813,,,,,,
75.38,20893,,,,,,
75.39,19707,,,,,,
75.4,18547,,,,,,
75.41,17640,,,,,,
75.42,16280,,,,,,
75.43,15867,,,,,,
75.44,15067,,,,,,
75.45,14693,,,,,,
75.46,14907,,,,,,
75.47,15000,,,,,,
75.48,15093,,,,,,
75.49,15307,,,,,,
75.5,15400,,,,,,
75.51,15187,,,,,,
75.52,15493,,,,,,
75.53,15733,,,,,,
75.54,15707,,,,,,
75.55,15480,,,,,,
75.56,15027,,,,,,
75.57,15013,,,,,,
75.58,13960,,,,,,
75.59,13360,,,,,,
75.6,11853,,,,,,
75.61,11200,,,,,,
75.62,10933,,,,,,
75.63,9533.3,,,,,,
75.64,8533.3,,,,,,
75.65,7800,,,,,,
75.66,7506.7,,,,,,
75.67,7066.7,,,,,,
75.68,6040,,,,,,
75.69,5520,,,,,,
75.7,5413.3,,,,,,
75.71,4973.3,,,,,,
75.72,4853.3,,,,,,
75.73,4493.3,,,,,,
75.74,4386.7,,,,,,
75.75,3920,,,,,,
75.76,3826.7,,,,,,
75.77,3600,,,,,,
75.78,3533.3,,,,,,
75.79,3693.3,,,,,,
75.8,3546.7,,,,,,
75.81,3586.7,,,,,,
75.82,3280,,,,,,
75.83,3373.3,,,,,,
75.84,3280,,,,,,
75.85,3413.3,,,,,,
75.86,3080,,,,,,
75.87,2986.7,,,,,,
75.88,3186.7,,,,,,
75.89,3400,,,,,,
75.9,3480,,,,,,
75.91,3213.3,,,,,,
75.92,3080,,,,,,
75.93,3133.3,,,,,,
75.94,3000,,,,,,
75.95,2800,,,,,,
75.96,3053.3,,,,,,
75.97,3093.3,,,,,,
75.98,2746.7,,,,,,
75.99,2680,,,,,,
76,2773.3,,,,,,
76.01,2706.7,,,,,,
76.02,2720,,,,,,
76.03,3000,,,,,,
76.04,2826.7,,,,,,
76.05,2720,,,,,,
76.06,2706.7,,,,,,
76.07,2880,,,,,,
76.08,2853.3,,,,,,
76.09,2653.3,,,,,,
76.1,2626.7,,,,,,
76.11,2760,,,,,,
76.12,2720,,,,,,
76.13,2906.7,,,,,,
76.14,2800,,,,,,
76.15,2600,,,,,,
76.16,2733.3,,,,,,
76.17,2600,,,,,,
76.18,2426.7,,,,,,
76.19,2546.7,,,,,,
76.2,2573.3,,,,,,
76.21,2800,,,,,,
76.22,2706.7,,,,,,
76.23,2533.3,,,,,,
76.24,2520,,,,,,
76.25,2733.3,,,,,,
76.26,2853.3,,,,,,
76.27,2813.3,,,,,,
76.28,2466.7,,,,,,
76.29,2453.3,,,,,,
76.3,2533.3,,,,,,
76.31,2480,,,,,,
76.32,2666.7,,,,,,
76.33,2800,,,,,,
76.34,2640,,,,,,
76.35,2680,,,,,,
76.36,2706.7,,,,,,
76.37,2720,,,,,,
76.38,2626.7,,,,,,
76.39,2613.3,,,,,,
76.4,2680,,,,,,
76.41,2546.7,,,,,,
76.42,2520,,,,,,
76.43,2746.7,,,,,,
76.44,2693.3,,,,,,
76.45,2746.7,,,,,,
76.46,2400,,,,,,
76.47,2360,,,,,,
76.48,2626.7,,,,,,
76.49,2573.3,,,,,,
76.5,2600,,,,,,
76.51,2693.3,,,,,,
76.52,2800,,,,,,
76.53,2640,,,,,,
76.54,2560,,,,,,
76.55,2720,,,,,,
76.56,2520,,,,,,
76.57,2733.3,,,,,,
76.58,2760,,,,,,
76.59,2680,,,,,,
76.6,2493.3,,,,,,
76.61,2640,,,,,,
76.62,2680,,,,,,
76.63,2546.7,,,,,,
76.64,2546.7,,,,,,
76.65,2706.7,,,,,,
76.66,2400,,,,,,
76.67,2600,,,,,,
76.68,2520,,,,,,
76.69,2573.3,,,,,,
76.7,2866.7,,,,,,
76.71,2906.7,,,,,,
76.72,2413.3,,,,,,
76.73,2200,,,,,,
76.74,2466.7,,,,,,
76.75,2520,,,,,,
76.76,2813.3,,,,,,
76.77,3000,,,,,,
76.78,2706.7,,,,,,
76.79,2586.7,,,,,,
76.8,2813.3,,,,,,
76.81,2533.3,,,,,,
76.82,2400,,,,,,
76.83,2453.3,,,,,,
76.84,2586.7,,,,,,
76.85,2453.3,,,,,,
76.86,2666.7,,,,,,
76.87,2653.3,,,,,,
76.88,2786.7,,,,,,
76.89,2640,,,,,,
76.9,2613.3,,,,,,
76.91,2626.7,,,,,,
76.92,2546.7,,,,,,
76.93,2440,,,,,,
76.94,2613.3,,,,,,
76.95,2760,,,,,,
76.96,2586.7,,,,,,
76.97,2440,,,,,,
76.98,2586.7,,,,,,
76.99,2720,,,,,,
77,2680,,,,,,
77.01,2706.7,,,,,,
77.02,2546.7,,,,,,
77.03,2733.3,,,,,,
77.04,3013.3,,,,,,
77.05,3026.7,,,,,,
77.06,2653.3,,,,,,
77.07,2986.7,,,,,,
77.08,2760,,,,,,
77.09,2453.3,,,,,,
77.1,2413.3,,,,,,
77.11,2640,,,,,,
77.12,2586.7,,,,,,
77.13,2560,,,,,,
77.14,2520,,,,,,
77.15,2666.7,,,,,,
77.16,2586.7,,,,,,
77.17,2546.7,,,,,,
77.18,2493.3,,,,,,
77.19,2506.7,,,,,,
77.2,2506.7,,,,,,
77.21,2586.7,,,,,,
77.22,2346.7,,,,,,
77.23,2386.7,,,,,,
77.24,2466.7,,,,,,
77.25,2826.7,,,,,,
77.26,2586.7,,,,,,
77.27,2346.7,,,,,,
77.28,2533.3,,,,,,
77.29,2826.7,,,,,,
77.3,2533.3,,,,,,
77.31,2413.3,,,,,,
77.32,2360,,,,,,
77.33,2400,,,,,,
77.34,2533.3,,,,,,
77.35,2720,,,,,,
77.36,2813.3,,,,,,
77.37,2600,,,,,,
77.38,2520,,,,,,
77.39,2706.7,,,,,,
77.4,2453.3,,,,,,
77.41,2333.3,,,,,,
77.42,2653.3,,,,,,
77.43,2773.3,,,,,,
77.44,2466.7,,,,,,
77.45,2640,,,,,,
77.46,2426.7,,,,,,
77.47,2573.3,,,,,,
77.48,2493.3,,,,,,
77.49,2386.7,,,,,,
77.5,2386.7,,,,,,
77.51,2666.7,,,,,,
77.52,2400,,,,,,
77.53,2640,,,,,,
77.54,2280,,,,,,
77.55,2480,,,,,,
77.56,2600,,,,,,
77.57,2520,,,,,,
77.58,2400,,,,,,
77.59,2546.7,,,,,,
77.6,2560,,,,,,
77.61,2533.3,,,,,,
77.62,2546.7,,,,,,
77.63,2533.3,,,,,,
77.64,2426.7,,,,,,
77.65,2613.3,,,,,,
77.66,2426.7,,,,,,
77.67,2306.7,,,,,,
77.68,2373.3,,,,,,
77.69,2720,,,,,,
77.7,2600,,,,,,
77.71,2400,,,,,,
77.72,2320,,,,,,
77.73,2453.3,,,,,,
77.74,2400,,,,,,
77.75,2413.3,,,,,,
77.76,2520,,,,,,
77.77,2360,,,,,,
77.78,2400,,,,,,
77.79,2413.3,,,,,,
77.8,2600,,,,,,
77.81,2733.3,,,,,,
